iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,78.3442,4.2280,121.00,129.00,158.35,166.66,0.4670,0,correlation 0.47 <= 0.7
2,78.3485,4.2689,120.06,130.00,157.53,166.40,0.4690,0,correlation 0.47 <= 0.7
2,78.4185,4.1459,129.00,125.00,157.76,164.56,0.6079,0,correlation 0.61 <= 0.7
2,78.3666,4.1772,121.00,129.00,156.18,164.73,0.5888,0,correlation 0.59 <= 0.7
2,78.3531,4.1874,119.00,131.00,157.24,165.71,0.5486,0,correlation 0.55 <= 0.7
2,78.4209,4.2074,129.00,123.00,158.02,164.50,0.5982,0,correlation 0.60 <= 0.7
2,78.4188,4.2080,129.00,123.00,157.72,164.43,0.6007,0,correlation 0.60 <= 0.7
2,78.3415,4.2352,125.00,129.00,158.70,166.98,0.4352,0,correlation 0.44 <= 0.7
2,78.3853,4.1530,123.00,131.00,154.65,164.04,0.5735,0,correlation 0.57 <= 0.7
2,78.3620,4.1653,121.00,129.00,156.87,164.98,0.5879,0,correlation 0.59 <= 0.7
2,78.4214,4.1932,129.00,123.00,158.11,164.55,0.5995,0,correlation 0.60 <= 0.7
2,78.4227,4.1567,129.00,125.00,158.33,164.66,0.6023,0,correlation 0.60 <= 0.7
2,78.3400,4.2561,125.00,129.00,158.83,167.22,0.4033,0,correlation 0.40 <= 0.7
2,78.3356,4.2395,125.00,133.00,159.48,167.58,0.3719,0,correlation 0.37 <= 0.7
2,78.4173,4.1465,128.00,125.00,157.59,164.52,0.6077,0,correlation 0.61 <= 0.7
2,78.3514,4.2660,119.99,130.00,157.12,166.10,0.4925,0,correlation 0.49 <= 0.7
