iteration,footpoint_lat,footpoint_lon,peak_lyr_km,peak_nya_km,centroid_lyr_km,centroid_nya_km,corr,accepted,reason
2,77.7240,13.6767,193.00,171.00,174.48,168.61,0.7267,0,centroids differ by 5.9 km
2,77.7390,13.7525,155.00,157.00,173.83,167.49,0.7752,0,centroids differ by 6.3 km
2,77.6939,13.6650,124.49,167.00,170.18,171.38,0.5660,0,correlation 0.57 <= 0.7
2,77.7059,13.7742,125.00,177.00,164.59,170.67,0.4804,0,correlation 0.48 <= 0.7
2,77.7726,13.7197,163.00,167.27,180.73,164.29,0.6920,0,correlation 0.69 <= 0.7
2,77.7587,13.7038,163.00,159.00,179.25,165.45,0.7044,0,centroids differ by 13.8 km
2,77.6917,13.8071,171.00,173.00,160.83,171.46,0.2842,0,correlation 0.28 <= 0.7
2,77.7673,13.6678,167.00,167.00,183.05,165.86,0.6576,0,correlation 0.66 <= 0.7
2,77.7539,13.7584,150.31,183.00,176.11,166.06,0.7338,0,centroids differ by 10.1 km
2,77.7860,13.6671,172.20,149.00,182.52,163.59,0.5457,0,correlation 0.55 <= 0.7
2,77.7842,13.7217,168.30,169.00,181.35,164.17,0.6809,0,correlation 0.68 <= 0.7
2,77.7333,13.7113,158.25,179.00,175.31,167.77,0.7407,0,centroids differ by 7.5 km
2,77.7023,13.6765,128.00,171.00,169.23,169.57,0.5923,0,correlation 0.59 <= 0.7
2,77.7331,13.7819,151.00,179.00,169.25,168.26,0.6710,0,correlation 0.67 <= 0.7
2,77.7309,13.7502,155.88,183.50,170.38,168.91,0.6799,0,correlation 0.68 <= 0.7
2,77.7412,13.6760,165.00,169.00,178.88,167.73,0.7692,0,centroids differ by 11.1 km
2,77.7161,13.8110,123.00,178.00,163.55,169.97,0.4542,0,correlation 0.45 <= 0.7
2,77.7238,13.6810,159.00,149.00,174.11,168.97,0.7312,0,centroids differ by 5.1 km
2,77.6976,13.7382,134.00,167.00,166.45,172.26,0.5192,0,correlation 0.52 <= 0.7
2,77.7664,13.6690,167.00,167.00,182.53,165.85,0.6794,0,correlation 0.68 <= 0.7
2,77.7191,13.7253,138.00,180.00,171.44,170.61,0.6847,0,correlation 0.68 <= 0.7
2,77.7593,13.7381,155.00,170.00,177.56,166.31,0.7811,0,centroids differ by 11.2 km
2,77.7188,13.7929,122.00,163.00,165.30,169.43,0.5309,0,correlation 0.53 <= 0.7
2,77.7753,13.7660,159.00,149.00,178.38,165.35,0.7441,0,centroids differ by 13.0 km
2,77.7150,13.7172,145.00,186.00,170.71,170.04,0.6707,0,correlation 0.67 <= 0.7
2,77.7032,13.6920,145.95,167.91,168.50,170.51,0.5968,0,correlation 0.60 <= 0.7
2,77.7693,13.6712,169.85,154.04,182.58,165.21,0.6389,0,correlation 0.64 <= 0.7
2,77.7140,13.7137,145.00,174.22,170.78,170.40,0.6522,0,correlation 0.65 <= 0.7
2,77.7086,13.6738,144.47,167.00,172.22,169.08,0.6301,0,correlation 0.63 <= 0.7
2,77.7483,13.6908,149.54,177.00,178.95,167.05,0.7232,0,centroids differ by 11.9 km
2,77.6974,13.7620,163.95,184.00,164.72,170.97,0.5199,0,correlation 0.52 <= 0.7
2,77.7470,13.6946,154.50,168.33,178.41,167.51,0.7585,0,centroids differ by 10.9 km
2,77.6930,13.7205,156.00,177.00,166.77,171.64,0.5044,0,correlation 0.50 <= 0.7
2,77.7340,13.6655,163.00,161.00,177.53,169.51,0.8212,0,centroids differ by 8.0 km
2,77.9420,14.2022,169.00,153.00,179.67,156.73,0.3937,0,correlation 0.39 <= 0.7
2,77.9348,14.1571,177.00,135.00,180.35,157.15,0.3904,0,correlation 0.39 <= 0.7
2,77.8602,14.2860,129.73,145.00,157.33,164.95,0.4187,0,correlation 0.42 <= 0.7
2,77.9192,14.2197,159.00,132.07,171.06,158.92,0.6780,0,correlation 0.68 <= 0.7
2,77.8999,14.1520,153.00,156.23,171.65,157.33,0.4923,0,correlation 0.49 <= 0.7
2,77.9329,14.2650,153.00,157.00,171.72,157.25,0.6912,0,correlation 0.69 <= 0.7
2,77.8686,14.2017,143.00,142.27,160.14,162.45,0.7424,0,centroids differ by 2.3 km
2,77.8687,14.2325,139.00,162.24,159.32,162.81,0.5227,0,correlation 0.52 <= 0.7
2,77.9461,14.1608,176.00,131.00,184.83,156.20,0.1192,0,correlation 0.12 <= 0.7
2,77.8715,14.1966,145.00,141.89,162.02,162.36,0.8185,1,
2,77.8942,14.2119,151.00,153.00,171.15,162.32,0.7566,0,centroids differ by 8.8 km
2,77.8674,14.2118,141.00,146.00,160.83,163.75,0.6986,0,correlation 0.70 <= 0.7
2,77.8832,14.2602,139.00,179.00,159.45,162.06,0.6612,0,correlation 0.66 <= 0.7
2,77.8837,14.2116,142.00,150.53,164.16,162.73,0.8200,0,centroids differ by 1.4 km
2,77.9115,14.1826,159.00,137.00,170.67,159.83,0.7556,0,centroids differ by 10.8 km
2,77.9036,14.1774,155.00,153.55,171.66,160.64,0.7586,0,centroids differ by 11.0 km
2,77.9464,14.1834,174.00,155.00,183.03,156.00,0.2001,0,correlation 0.20 <= 0.7
2,77.9315,14.2081,159.00,167.75,175.35,158.40,0.6064,0,correlation 0.61 <= 0.7
2,77.9250,14.1769,162.00,137.00,175.90,157.26,0.5717,0,correlation 0.57 <= 0.7
2,77.8804,14.1419,151.52,138.69,167.48,161.03,0.8532,0,centroids differ by 6.5 km
2,77.8810,14.1671,146.00,157.00,166.99,161.82,0.8695,0,centroids differ by 5.2 km
2,77.8964,14.2239,151.00,173.00,170.08,161.19,0.6856,0,correlation 0.69 <= 0.7
2,77.8800,14.1778,149.00,140.56,165.82,162.40,0.8733,0,centroids differ by 3.4 km
2,77.8693,14.1870,146.00,159.00,161.91,161.99,0.7350,1,
2,77.8704,14.1760,145.00,144.00,163.01,162.12,0.7921,1,
2,77.8886,14.1517,153.00,163.00,170.28,160.67,0.8084,0,centroids differ by 9.6 km
2,77.8843,14.1643,155.00,141.00,168.23,161.83,0.8743,0,centroids differ by 6.4 km
2,77.9448,14.1754,181.00,152.00,182.88,157.26,0.2714,0,correlation 0.27 <= 0.7
2,77.9112,14.2631,152.20,167.67,167.01,160.95,0.8381,0,centroids differ by 6.1 km
2,77.9377,14.1704,175.00,157.00,180.31,157.42,0.3452,0,correlation 0.35 <= 0.7
2,77.8606,14.2615,131.00,154.46,158.16,164.78,0.4901,0,correlation 0.49 <= 0.7
2,77.8546,14.2487,133.00,147.00,157.86,164.28,0.3693,0,correlation 0.37 <= 0.7
2,77.9341,14.2834,153.00,158.00,170.70,158.06,0.7154,0,centroids differ by 12.6 km
2,77.8944,14.2503,145.00,151.00,166.56,160.96,0.7596,0,centroids differ by 5.6 km
2,77.9058,14.1545,162.56,146.47,173.06,159.50,0.7003,0,centroids differ by 13.6 km
2,77.8780,14.2782,137.00,174.66,158.75,163.78,0.5789,0,correlation 0.58 <= 0.7
2,77.8934,14.2270,147.00,137.00,167.97,161.72,0.7955,0,centroids differ by 6.2 km
2,77.8536,14.2095,135.30,157.00,160.06,163.87,0.5397,0,correlation 0.54 <= 0.7
2,77.8525,14.1573,143.00,153.00,162.76,162.42,0.7182,1,
2,77.8123,14.2226,117.00,161.00,156.74,165.58,0.3680,0,correlation 0.37 <= 0.7
2,77.8310,14.1390,131.00,169.00,161.74,164.41,0.5838,0,correlation 0.58 <= 0.7
2,77.8807,14.2173,143.00,149.75,163.74,162.79,0.8468,1,
2,77.8202,14.2090,125.00,171.00,157.58,165.09,0.4357,0,correlation 0.44 <= 0.7
